,Player,Year,poss,raptor_defense,raptor_total,war_total,war_reg_season,predator_defense,predator_total,pace_impact
606,Chucky Atkins,2005,5555,-2.802704117,-0.608715605,3.165571159,3.165571159,-2.137857118,0.055130674,-0.171440348
607,Chucky Atkins,2006,3365,-2.018386561,-1.989458531,0.745526506,0.711688271,-1.809063237,-1.702338555,1.521672754
608,Chucky Atkins,2007,4071,-2.932111157,0.966307237,3.904928173,3.904928173,-2.651851622,0.990412782,-0.203026505
609,Chucky Atkins,2008,746,-1.622087843,-2.460270998,0.051584268,0.063182086,-2.299878589,-3.14455788,0.389925945
610,Chucky Atkins,2009,815,-1.912723085,-4.596522041,-0.391946294,-0.391946294,-2.769001835,-5.599281493,0.841376568
611,Chucky Atkins,2010,1201,-2.486557932,-3.664027211,-0.301110357,-0.301110357,-2.81587461,-4.31872491,0.246776918
612,Stacey Augmon,1992,5163,-0.147374828,-0.538884316,2.819932522,2.819932522,-0.139577651,-0.629030901,-0.207244551
613,Stacey Augmon,1993,4523,-1.066890496,-1.089303572,1.863665522,1.800329407,-1.096425609,-1.365974684,-0.281574644
614,Stacey Augmon,1994,5773,1.105113729,2.732482032,8.152314147,7.702749468,1.170059828,2.382074245,-0.289401685
615,Stacey Augmon,1995,4566,0.587078628,0.091891685,3.491956214,3.34152768,0.424074503,-0.315700396,-0.412442644
616,Stacey Augmon,1996,4893,0.37193155,0.347895032,4.121899834,3.656178923,0.164137248,-0.204790747,-0.271232133
617,Stacey Augmon,1997,1829,0.016738396,-2.4898941,0.081391039,0.098567294,-0.509717691,-3.38386032,0.101914838
618,Stacey Augmon,1998,2794,0.722380929,-1.587336031,0.873926773,0.873250556,0.465488292,-2.085508427,-0.015371635
619,Stacey Augmon,1999,1956,3.194306698,2.858676206,3.012324162,2.556065177,2.742348047,2.120113144,-0.092576593
620,Stacey Augmon,2000,1373,0.275189183,-1.469115578,0.464356359,0.582736518,-0.345558189,-2.488181192,0.030229553
621,Stacey Augmon,2001,2273,1.44233592,0.332585687,1.901157606,1.855654486,0.92117434,-0.62313709,-0.156692249
622,Stacey Augmon,2002,2783,1.29266896,-0.053241174,2.031223602,1.783600758,0.733832823,-1.126775782,-0.009752163
623,Stacey Augmon,2003,1751,0.641161902,-1.78458389,0.459211028,0.435617124,-0.31953016,-3.374232466,0.044845525
624,Stacey Augmon,2004,2967,0.129610804,-3.176516327,-0.347074536,-0.275992022,-0.541644142,-4.198505156,-0.146454983
625,Stacey Augmon,2005,1323,-1.272894149,-2.651336793,0.033402077,0.033402077,-1.651710356,-3.608960838,0.077225805
626,Stacey Augmon,2006,716,0.985119868,-1.539668433,0.237393108,0.237393108,0.013801321,-3.064057685,-0.1343921
627,DJ Augustin,2009,3550,-2.050711747,-0.48881974,2.196509258,2.196509258,-2.04844388,-0.892646413,-0.196590209
628,DJ Augustin,2010,2935,-0.346869835,-0.826854898,1.509494512,1.572807466,-0.599045592,-1.348805876,0.144623395
629,DJ Augustin,2011,5206,-2.5577539,-0.234962975,3.521077712,3.521077712,-2.062949389,-0.046939917,-0.43801306
630,DJ Augustin,2012,2703,-3.047306718,-1.759571542,0.708489862,0.708489862,-2.74750032,-1.771119623,-0.388868966
631,DJ Augustin,2013,2911,-1.68505566,-1.865991667,0.700748946,0.533828749,-2.024058422,-2.491833038,-0.067861441
632,DJ Augustin,2014,3943,-2.129578888,-0.125957749,2.746394592,2.619815718,-0.989950891,0.174535051,-1.388285296
633,DJ Augustin,2015,3905,-1.530517259,-1.7244573,1.022438549,1.022438549,-2.346709906,-2.778014471,-0.846875036
634,DJ Augustin,2016,2402,-2.910641984,-1.857793618,0.538688767,0.538688767,-3.037869729,-2.203756842,-0.253387435
635,DJ Augustin,2017,3097,-4.160976042,-6.351031906,-2.798342602,-2.798342602,-4.313261838,-6.794707867,-0.949166416
636,DJ Augustin,2018,3651,-0.489579018,-0.081921726,2.384190847,2.384190847,-1.464333616,-2.125873088,-0.480925189
637,DJ Augustin,2019,4950,-2.376711108,-0.118374508,3.20136588,2.969703172,-2.215699982,-0.949165045,-1.352042325
638,DJ Augustin,2020,3227,-1.252878761,-1.088745056,1.298400509,1.23011336,-2.07950499,-2.181401716,-1.360747487
639,DJ Augustin,2021,2399,-2.499073657441509,-1.851093477769457,0.5072984543892438,0.5072984543892438,-3.304730487825626,-2.877175352094473,-0.7684278724347545
640,James Augustine,2007,13,-1.85501973,0.681983171,0.012366046,0.012366046,-0.048723357,1.484485442,0.827873279
641,James Augustine,2008,297,-0.063317487,-2.155701894,0.045748859,0.025550477,-0.847517141,-3.329290846,0.021653865
642,Isaac Austin,1992,225,-0.625111115,-3.960270638,-0.069952732,-0.069952732,-1.123049878,-4.164123986,1.124619479
643,Isaac Austin,1993,627,-0.123802637,-4.538302768,-0.27963238,-0.301017752,-0.514011128,-4.544222996,0.971833766
644,Isaac Austin,1994,405,-0.403411576,-3.540051104,-0.081184439,-0.081184439,-0.589410202,-3.646953662,0.195448568
645,Isaac Austin,1997,4017,1.679882306,-2.034873366,0.802303747,0.597269602,1.026647185,-2.524422265,0.344632077
646,Isaac Austin,1998,4282,-1.029760654,-3.273796827,-0.543093073,-0.543093073,-1.062819713,-2.810849941,0.063579441
647,Isaac Austin,1999,2562,1.379763097,-3.01448708,-0.188042561,-0.124394068,0.930633582,-2.962100572,0.083363468
648,Isaac Austin,2000,2291,-1.336977007,-6.517780809,-2.256050639,-2.256050639,-1.961393258,-6.740451154,0.048770864
649,Isaac Austin,2001,1633,-0.212526273,-5.886561819,-1.353644071,-1.353644071,-0.767489937,-6.052341475,0.096468546
650,Isaac Austin,2002,589,-0.63344276,-6.035221967,-0.516195561,-0.516195561,-0.60266665,-6.061348062,0.290138861
651,Deni Avdija,2021,2783,0.6286395557548478,-1.801579037079815,0.6082298817902728,0.6082298817902728,1.134382950221382,-1.260433634474644,-0.0021213060675188
652,Anthony Avent,1993,4627,-1.075897883,-5.191675361,-2.84398544,-2.84398544,-1.021800475,-4.908499651,-0.087279571
653,Anthony Avent,1994,2814,-2.02498706,-5.709302665,-2.113759978,-2.227078969,-2.217312292,-5.878411587,-0.165793722
654,Anthony Avent,1995,2211,0.264767563,-3.849989853,-0.631225957,-0.537415624,0.223449306,-3.765563473,0.312083948
655,Anthony Avent,1996,3041,-1.198171865,-7.458037621,-3.81230661,-3.81230661,-1.155673751,-7.502173315,0.065133254
656,Anthony Avent,1999,81,-1.422207617,-10.58647699,-0.176979581,-0.176979581,-2.448828575,-10.24122643,0.542315583
657,Anthony Avent,2000,746,-0.449706415,-7.093110481,-0.842230373,-0.842230373,-0.660372096,-7.271467126,0.772928103
658,William Avery,2000,936,-2.316398057,-6.003317031,-0.811586006,-0.811586006,-2.80587845,-6.043234488,0.964316246
659,William Avery,2001,918,-1.904072933,-4.333196193,-0.382313676,-0.463027495,-3.120905582,-5.425321506,0.709050747
660,William Avery,2002,492,-1.271619289,-5.028135401,-0.302112166,-0.302112166,-2.525620937,-5.848090954,0.684843445
661,Gustavo Ayon,2012,2024,2.43638649,2.325265328,2.817101159,2.817101159,2.51277255,2.196535802,-0.005456077
662,Gustavo Ayon,2013,1447,0.34074835,-1.627468089,0.417101109,0.423125286,0.219818642,-2.053802106,0.543660722
663,Gustavo Ayon,2014,857,3.686043268,0.068743549,0.619439276,0.619439276,2.469220016,0.043827405,0.386257152
664,Deandre Ayton,2019,4609,-1.675566944,-2.292542459,0.50599749,0.50599749,-0.846975124,-1.735772666,-0.700779397
665,Deandre Ayton,2020,2625,2.977004517,1.76911025,2.845642182,2.845642182,2.998821227,2.30060732,-0.148376742
666,Deandre Ayton,2021,5927,1.72222554525936,1.630973606558475,6.561050286077831,3.985945026846196,1.441767607751375,1.67481913607851,-0.7972009985823926
667,Kelenna Azubuike,2007,1428,-2.241412714,-3.500359126,-0.258838437,-0.287795541,-2.894670235,-4.498788342,-0.219818369
668,Kelenna Azubuike,2008,3606,-1.197600353,-1.277655753,1.300012851,1.300012851,-1.541543964,-1.972806583,-0.07537765
669,Kelenna Azubuike,2009,4915,-1.034421821,-0.607720375,2.582949978,2.582949978,-1.062853746,-0.754473329,-0.461315019
670,Kelenna Azubuike,2010,489,-0.858393032,0.876821484,0.425655544,0.425655544,-1.538856684,-0.221041179,-0.392620917
671,Kelenna Azubuike,2012,45,-0.185141994,-8.464159094,-0.069701544,-0.100662986,-2.661178601,-9.284452276,0.751170724
672,Udoka Azubuike,2021,126,-3.440430068871954,-13.37611491477628,-0.3126317452815922,-0.349161508885145,-3.189916868315072,-11.51496283015281,0.4924606916035765
673,Chris Babb,2014,265,-1.008506352,-3.503196185,-0.050920866,-0.050920866,-1.371317444,-3.986432117,0.370260966
674,Luke Babbitt,2011,254,-1.314162017,-8.194003566,-0.384918409,-0.384918409,-2.724021164,-9.256385574,1.076808973
675,Luke Babbitt,2012,1032,-2.364833893,-3.166743869,-0.114436649,-0.114436649,-3.061322442,-3.976306597,0.20887786
676,Luke Babbitt,2013,1406,-1.075357443,-2.218083761,0.20022013,0.20022013,-1.427620572,-2.249421015,0.991629418
677,Luke Babbitt,2014,910,-0.765389265,1.215038962,0.952402726,0.952402726,-1.05622546,0.644704335,-0.446937529
678,Luke Babbitt,2015,1654,-2.259443942,-2.171935294,0.244984365,0.244984365,-2.326964592,-2.697252715,0.075847504
679,Luke Babbitt,2016,1759,-2.05590293,-1.082172385,0.71779563,0.71779563,-2.107014092,-2.420568947,-0.168034254
680,Luke Babbitt,2017,2129,0.157124654,-0.305043468,1.321866054,1.321866054,0.613080914,0.046592094,-0.489742704
681,Luke Babbitt,2018,1498,-2.344100743,-3.030296644,-0.118493075,-0.065824203,-2.741687968,-3.827375231,-0.306532149
682,Milos Babic,1991,104,-3.148104994,-9.805265845,-0.188150331,-0.188150331,-3.903233707,-10.26964832,0.514368358
683,Milos Babic,1992,72,-1.842299381,-5.16318236,-0.042675767,-0.042675767,-4.701065838,-7.947077409,-0.945460449
684,Dwayne Bacon,2018,1508,-1.391058016,-5.119517206,-0.862511191,-0.862511191,-1.938052324,-6.341342153,0.062806473
685,Dwayne Bacon,2019,1575,-2.816097783,-2.431901241,0.122323133,0.122323133,-2.799223317,-2.753320461,-0.709865848
686,Dwayne Bacon,2020,1419,-0.429921669,-5.754493753,-1.048136439,-1.048136439,-1.524593993,-6.40712423,-0.480984646
687,Dwayne Bacon,2021,3875,-1.74327645070207,-4.629792566532262,-1.766781156107333,-1.766781156107333,-1.868990546567104,-5.394535860788086,-0.5895462411869686
688,Dalibor Bagaric,2001,487,-0.552712496,-8.524335942,-0.771259903,-0.771259903,-1.128793534,-8.686008746,0.995831852
689,Dalibor Bagaric,2002,1217,-1.288462863,-6.52627489,-1.241095332,-1.241095332,-1.164119373,-6.234072953,0.88773421
690,Dalibor Bagaric,2003,150,0.27312368,-5.110358338,-0.091794976,-0.091794976,-0.192029182,-5.244909584,0.273269186
691,John Bagley,1992,4112,-1.518172184,-0.932475661,1.899978084,1.656583327,-1.63583995,-1.122876247,-0.325793773
692,John Bagley,1993,194,-4.537041785,-12.66199962,-0.49390353,-0.49390353,-5.423855188,-13.23436109,0.671745938
693,John Bagley,1994,26,-3.340527538,-4.720273405,-0.013047654,-0.013047654,-3.080369281,-6.066517662,-0.150097223
694,Marvin Bagley,2019,3401,-1.807855582,-2.874054422,-0.099079105,-0.099079105,-2.119550379,-3.081601882,-0.10311252
695,Marvin Bagley,2020,706,-0.127056277,-4.01020821,-0.215043994,-0.215043994,0.124054036,-3.119071624,0.140710492
696,Marvin Bagley,2021,2346,-0.5464795049089778,-2.553118558064319,0.1117922931387676,0.1117922931387676,-1.156054919526983,-3.090771712070517,0.0841656165507403
697,Thurl Bailey,1991,5451,0.100207099,-2.697759285,0.067079419,0.21744966,-0.398590429,-2.959784885,-0.488084342
698,Thurl Bailey,1992,4219,-2.034706479,-4.80520085,-2.20034791,-2.20034791,-2.105231719,-4.777976894,-0.26121097
699,Thurl Bailey,1993,2522,-1.696820128,-4.737139119,-1.285751678,-1.285751678,-2.548925525,-5.833474422,-0.598529506
700,Thurl Bailey,1994,2588,-0.999973292,-2.011643966,0.485376151,0.485376151,-1.941299904,-3.411972855,-0.633413366
701,Thurl Bailey,1999,1204,0.092000877,-2.850360677,-0.035149572,-0.002026759,-0.350200566,-3.324014564,0.254883211
702,Toby Bailey,1999,472,-1.003679256,-3.69817195,-0.120117342,-0.120117342,-1.656624153,-4.619483059,-0.252707044
703,Toby Bailey,2000,918,-0.723025618,-2.814330914,-0.015501798,-0.009958429,-1.337435265,-3.997542883,0.313369345
704,Cameron Bairstow,2015,130,-3.048730283,-7.545350029,-0.157321994,-0.157321994,-2.593061629,-8.238932051,0.453432625
705,Cameron Bairstow,2016,223,0.582192551,-5.351181513,-0.138074898,-0.138074898,-1.394600731,-6.196783259,0.987325116
706,LaMark Baker,1999,4,-13.22786275,-56.49161336,-0.055372002,-0.055372002,-18.23731682,-57.00572751,0.876470922
707,Maurice Baker,2005,36,-0.865341699,-5.450566818,-0.026295997,-0.026295997,-0.495820912,-5.638310104,0.8659203
708,Ron Baker,2017,1718,2.063699924,-0.428594702,1.014834125,1.014834125,0.765942143,-1.431741507,-0.017431597
709,Ron Baker,2018,791,1.627696435,1.03202807,0.747135318,0.747135318,1.053416783,0.210129341,0.566541567
710,Ron Baker,2019,333,3.853925736,-1.833305792,0.068610662,0.068610662,1.599409573,-4.372814237,-0.096867743
711,Vin Baker,1994,5098,-0.826108425,-2.329141883,0.547689954,0.547689954,-0.727248177,-2.166859871,-0.349788682
712,Vin Baker,1995,6565,-0.022122191,-0.574568077,3.709932236,3.709932236,0.34768381,-0.018736157,-0.515797031
713,Vin Baker,1996,6309,-0.338681992,-0.639478639,3.557400201,3.557400201,-0.088488479,-0.104622658,-0.428016024
714,Vin Baker,1997,5958,0.212861865,1.120950494,6.215598803,6.215598803,0.387495265,1.589559562,-0.3407475
715,Vin Baker,1998,6239,0.802936074,1.701859241,7.506012553,7.084926428,0.970253969,2.36363204,-0.18378598
716,Vin Baker,1999,2194,-0.886838506,-4.061221919,-0.778681317,-0.778681317,-0.515331457,-3.104262601,0.152849448
717,Vin Baker,2000,5940,-0.797800363,-3.883206786,-1.75713441,-1.553871054,-0.615421609,-3.161539288,-0.160739613
718,Vin Baker,2001,4110,-1.850551469,-4.31945772,-1.707220065,-1.707220065,-1.665928995,-3.763019153,0.132722957
719,Vin Baker,2002,3464,-3.057230935,-5.354249278,-2.44964858,-2.540288307,-2.671546465,-4.449930157,0.108508665
720,Vin Baker,2003,1804,-0.914255824,-4.272769627,-0.736070937,-0.736070937,-0.958198242,-4.540066491,0.5303426
721,Vin Baker,2004,2666,-2.376870344,-3.025536513,-0.212332133,-0.392365721,-2.109385429,-2.998971681,0.080776288
722,Vin Baker,2005,389,-3.119672012,-9.391777835,-0.708129107,-0.708129107,-3.721577827,-10.02082618,1.086334396
723,Vin Baker,2006,164,0.832785251,-3.507061003,-0.033210399,-0.033210399,0.264257882,-3.752853601,1.057578905
724,Wade Baldwin,2017,847,-2.313298526,-10.03451207,-1.550738921,-1.473557638,-1.880781007,-8.640072701,-0.036454453
725,Wade Baldwin,2018,212,2.283540964,1.928166917,0.238614221,0.208215569,1.489218089,-0.278976094,0.020111521
726,Wade Baldwin,2019,199,-5.027374869,-16.51602446,-0.667983406,-0.667983406,-5.076884613,-15.73016056,1.201190923
727,Renaldo Balkman,2007,2036,4.041977011,3.3925143,3.353063932,3.353063932,3.681713007,2.778680591,0.518516471
728,Renaldo Balkman,2008,1838,2.153818513,0.399997391,1.540186727,1.540186727,1.975147224,-0.185763751,0.62370868
729,Renaldo Balkman,2009,1589,1.717250031,1.56981305,1.774670337,1.632489446,1.708268652,1.551731093,0.19478484
730,Renaldo Balkman,2010,182,0.931832542,-2.829633155,-0.003787784,-0.003787784,1.451945197,-1.812148161,2.299208959
731,Renaldo Balkman,2011,125,-0.114106291,-1.678089395,0.033417803,0.033417803,1.517990244,-0.38575907,2.255983363
732,Renaldo Balkman,2012,226,-0.739438901,-0.866750701,0.111383357,0.111383357,-1.304596943,-2.099989435,0.741735424
733,Cedric Ball,1991,55,-1.013696673,-4.566576081,-0.024088852,-0.024088852,-1.901179047,-6.037792791,-0.034523832
734,LaMelo Ball,2021,3163,-0.8857448511773045,0.2649097547342922,2.308454455736256,2.308454455736256,-0.4070563951111877,1.453586892564995,2.182004521898802
735,Lonzo Ball,2018,3818,1.449463137,0.560911991,3.040284621,3.040284621,1.992252351,1.661004193,1.103860516
736,Lonzo Ball,2019,3103,0.787086292,-0.324874083,1.776008115,1.776008115,1.555231038,0.371080346,0.887423086
737,Lonzo Ball,2020,4422,0.2261654,-0.587500858,2.258479926,2.258479926,0.50805669,0.898235344,1.109753038
738,Lonzo Ball,2021,3669,0.3991991844377001,1.816285081135142,4.085533986725798,4.085533986725798,0.9768126927935696,2.800285070697897,0.3849364320292393
739,Mo Bamba,2019,1591,-0.9367748,-6.194574021,-1.343945653,-1.343945653,-1.296610569,-5.626036045,-0.169530363
740,Mo Bamba,2020,1826,2.428905299,1.167947046,1.744571225,1.744571225,1.772234496,0.384956238,-0.610570801
741,Mo Bamba,2021,1527,-1.629211995845837,-3.315042586595421,-0.2096921664568242,-0.2096921664568242,-1.63900835064987,-2.826304831402383,0.3312977873038835
742,Desmond Bane,2021,3436,-1.526389200214763,-1.312991818749333,1.187107162768468,0.939219605914556,-1.588792938311811,-1.475318106342955,-0.4003028596529937
743,Marcus Banks,2004,2836,-0.074593397,-2.896476204,-0.104343682,-0.215506979,0.066211325,-2.517729401,0.86856313
744,Marcus Banks,2005,2443,2.190547599,0.664309262,2.186385557,2.121957137,1.952403863,0.399277341,0.657345291
745,Marcus Banks,2006,2821,-0.953835293,-1.878096163,0.685047023,0.685047023,-0.533469663,-1.530907633,0.629176695
746,Marcus Banks,2007,1027,-1.948740984,-5.542006534,-0.73427722,-0.723486564,-1.871920454,-5.162586574,0.957248326
747,Marcus Banks,2008,1124,-2.442935882,-3.248897315,-0.13629619,-0.13629619,-2.404751541,-3.170435548,2.130526818
748,Marcus Banks,2009,392,-0.86582231,-4.780463448,-0.214117812,-0.214117812,-0.818654581,-4.495036103,1.769780201
749,Marcus Banks,2010,479,-0.783713582,-1.135103219,0.203225496,0.203225496,-0.914230364,-1.155534017,1.022062569
750,Marcus Banks,2011,43,-1.797608514,-5.06495918,-0.026406754,-0.026406754,-1.600321367,-5.35391319,1.516149681
751,Ken Bannister,1991,714,-1.665549135,-5.964522885,-0.565368953,-0.565368953,-1.616688315,-6.209129414,1.674494066
752,Leandro Barbosa,2004,2927,-0.369542362,-0.397829744,1.819608637,1.819608637,-0.048418348,0.112022701,0.9873779
753,Leandro Barbosa,2005,2427,-2.048286172,-3.27421847,-0.329209217,-0.166172924,-2.342247476,-3.503309619,0.376030782
754,Leandro Barbosa,2006,4443,-2.504913015,-1.168043247,1.809240759,1.314724351,-2.151182749,-0.908138141,0.018303085
755,Leandro Barbosa,2007,5956,-0.61932916,3.216611075,9.030025446,8.40673281,-0.263767001,3.836081092,0.047217599
756,Leandro Barbosa,2008,5212,-2.513495682,-0.023991593,3.56326272,3.562315672,-1.987192262,0.729268991,0.149071703
757,Leandro Barbosa,2009,3449,-0.782982823,2.098818242,4.218746114,4.218746114,-0.650955396,2.397268111,0.017662328
758,Leandro Barbosa,2010,2057,-1.062392767,-1.243530564,0.78921178,0.820905327,-1.131777651,-0.862042477,0.604651268
759,Leandro Barbosa,2011,2731,-2.647248699,-1.537696391,0.866831182,0.866831182,-2.572573535,-1.341811379,0.431990836
760,Leandro Barbosa,2012,3027,-1.409596635,-2.146496943,0.490325245,0.675025309,-1.274127654,-1.820092032,1.538153522
761,Leandro Barbosa,2013,991,-1.018692492,-1.645025072,0.289962433,0.289962433,-1.142741283,-2.095492123,0.242881911
762,Leandro Barbosa,2014,744,-1.646357587,-2.179502442,0.106515881,0.106515881,-2.889733933,-3.780850858,-0.534666945
763,Leandro Barbosa,2015,2517,-2.932643942,-2.127918765,0.392119818,0.204277702,-2.532535135,-2.035797288,-0.148960287
764,Leandro Barbosa,2016,2813,-2.109546262,-2.18366015,0.416889838,-0.171642182,-1.991417966,-2.285790709,0.012877673
765,Leandro Barbosa,2017,2026,-1.798967412,-2.10574352,0.316675595,0.316675595,-2.255996534,-3.449863448,0.04271048
766,Steve Bardo,1992,2,-3.868893255,19.27428468,0.010470452,0.010470452,-5.680503117,14.60491991,-6.672335588
767,Steve Bardo,1993,367,-1.483513796,-5.768195819,-0.272105519,-0.272105519,-1.697715114,-6.311520799,0.954324723
768,Steve Bardo,1996,227,0.851696967,-1.430119016,0.083565994,0.083565994,0.760144086,-2.090947746,0.827383506
769,JJ Barea,2007,368,-2.798662055,-5.457077656,-0.270129092,-0.234217976,-3.978661325,-6.631546851,0.402572104
770,JJ Barea,2008,883,-0.566723774,-1.94833768,0.194565774,0.107037876,-1.24079818,-2.417819851,0.507714443
771,JJ Barea,2009,3504,-1.159612042,-0.374532101,2.215065079,1.825171182,-1.822558461,-1.372603044,-0.20957505
772,JJ Barea,2010,3209,-2.203181884,-2.765171145,-0.027312676,0.162090552,-2.515919005,-3.207033795,-0.054230792
773,JJ Barea,2011,3923,-2.032399033,-1.247299682,1.611953956,0.989876318,-2.324276855,-1.559217637,-0.058996073
774,JJ Barea,2012,2029,-2.020045341,-1.532110923,0.640172287,0.640172287,-2.293981093,-1.742960164,-0.155316828
775,JJ Barea,2013,3350,-2.096221767,-1.763052489,0.86445953,0.86445953,-2.273277888,-1.967790151,0.204481061
776,JJ Barea,2014,2978,-1.664899257,-2.527257457,0.165360148,0.165360148,-2.352917476,-3.203154732,-1.037968903
777,JJ Barea,2015,3085,-0.028458893,2.097278601,3.722594288,2.974976323,-0.772786495,1.045558754,-0.970513327
778,JJ Barea,2016,3586,-2.298082806,-1.373878832,1.197722992,1.718049028,-2.885972803,-2.729507398,-0.428687059
779,JJ Barea,2017,1535,0.533938914,2.437466163,2.034798515,2.034798515,-0.984540948,0.751232546,-0.277124242
780,JJ Barea,2018,3270,-1.703929343,1.659687394,3.600320086,3.600320086,-2.124061583,1.084450084,-0.169030085
781,JJ Barea,2019,1609,-0.675701744,1.213341879,1.52230274,1.52230274,-1.438768466,0.020292134,0.112982596
782,JJ Barea,2020,947,-0.90696492,0.500479165,0.761038449,0.834495112,-2.636302611,-0.856399003,-0.24190498
783,Andrea Bargnani,2007,3522,-1.062185019,-2.263311116,0.464529353,0.204781614,-1.034297348,-1.674800146,0.455955087
784,Andrea Bargnani,2008,3735,-1.285339369,-3.248321241,-0.50350509,-0.47907461,-1.181824206,-2.498204709,0.595529166
785,Andrea Bargnani,2009,4756,-1.980008715,-3.163741167,-0.5180355,-0.5180355,-1.635870491,-2.396599546,0.041204425
786,Andrea Bargnani,2010,5491,-2.265347851,-1.825046666,1.317315056,1.317315056,-1.884070531,-0.878164716,-0.253302264
787,Andrea Bargnani,2011,4606,-3.226125189,-4.100830216,-1.617796826,-1.617796826,-2.915227964,-3.160019949,-0.222726701
788,Andrea Bargnani,2012,1942,-1.370324155,-1.633583343,0.587058046,0.587058046,-1.471760845,-1.207028588,-0.120154584
789,Andrea Bargnani,2013,1911,-1.883589383,-4.562747062,-0.928233327,-0.928233327,-2.074219062,-4.047929069,0.059736024
790,Andrea Bargnani,2014,2396,0.563122803,-2.338507605,0.261726072,0.261726072,0.159385612,-1.681906773,-0.789713499
791,Andrea Bargnani,2015,1538,-4.960086723,-8.112338334,-2.142028808,-2.142028808,-5.288755203,-7.873184125,-0.251171233
792,Andrea Bargnani,2016,1283,-4.136780639,-7.406413142,-1.493580173,-1.493580173,-4.969374665,-7.470600305,-0.818349249
793,Charles Barkley,1991,5655,0.802577524,8.443372463,16.19955304,14.00278523,0.850925145,8.396787035,-0.074768118
794,Charles Barkley,1992,5689,0.996890716,6.141083315,13.07291744,13.07291744,1.123794827,6.162838872,0.030220113
795,Charles Barkley,1993,8019,1.661350804,7.157952321,19.73170691,14.45814817,1.697409402,7.625861032,-0.310267206
796,Charles Barkley,1994,5536,1.045551203,5.012115599,10.85583168,8.402619354,1.017797701,5.553543354,-0.085226428
797,Charles Barkley,1995,5577,1.596646952,6.60177361,13.27022913,11.07000244,1.749576896,7.297674091,-0.216979319
798,Charles Barkley,1996,5482,1.07346486,5.283662202,11.45930171,10.58262091,1.197549127,5.854295923,-0.256772832
799,Charles Barkley,1997,5010,1.343499805,5.488073559,11.02100035,8.720455831,1.515290988,5.860823558,-0.221663977
800,Charles Barkley,1998,4463,0.278654772,2.957802229,6.76650886,6.528416693,0.554951257,3.182812049,-0.337175402
801,Charles Barkley,1999,3156,0.396688796,4.151020392,5.888321899,5.09380372,0.433430447,4.098885102,-0.877071962
802,Charles Barkley,2000,1231,-0.608863627,1.5149389,1.343429379,1.343429379,-0.459193318,1.647881762,-0.396202765
803,Erick Barkley,2001,71,-1.548361746,-5.140060394,-0.04664648,-0.04664648,-3.323688088,-5.69427343,0.615661945
804,Erick Barkley,2002,429,0.242079265,-2.486462906,0.030957204,0.030957204,0.863891379,-1.717921348,0.901448813
805,Harrison Barnes,2013,5011,0.499086433,-0.498419054,2.930939703,1.602844569,0.050855018,-1.023657497,-0.164055036
806,Harrison Barnes,2014,4866,-0.5754227,-3.778400866,-1.227514908,-1.584272799,-0.106334823,-3.548553341,-0.147424428
807,Harrison Barnes,2015,6238,0.146708891,-0.473792803,3.50200973,2.751170885,0.22274811,-0.463414442,-0.036349881
808,Harrison Barnes,2016,5811,-0.715061557,-1.685696077,1.497559093,1.353003834,-0.413571156,-1.136228052,-0.755922468
809,Harrison Barnes,2017,5462,1.053399853,-0.236626571,3.55432082,3.55432082,0.863930696,0.130143825,-1.092453415
810,Harrison Barnes,2018,5322,-0.165916318,-1.523380976,1.638759333,1.638759333,-0.779038091,-1.618584523,-0.580902934
811,Harrison Barnes,2019,5395,-0.395421689,-1.284135777,1.915820103,1.915820103,-0.529424243,-1.282722867,-0.418094449
812,Harrison Barnes,2020,5215,-1.133188498,-1.4014182,1.709553959,1.709553959,-1.277277239,-1.878175796,0.108978526
813,Harrison Barnes,2021,4430,-0.1343013280129034,1.15591103080302,4.177446722173554,4.177446722173554,-0.6197562316702695,0.5431239747970761,-0.2750502505767085
814,Matt Barnes,2004,1388,-1.436079914,-2.815203029,-0.024117651,-0.024117651,-1.540487978,-3.209378735,0.123582514
815,Matt Barnes,2005,1401,-0.368853515,-2.890009929,-0.051217911,-0.051217911,-0.975554285,-3.588038107,0.258161631
816,Matt Barnes,2006,1229,-0.455721351,-2.064287466,0.223014867,0.223014867,-0.663002121,-2.610647448,0.809425808
817,Matt Barnes,2007,4453,-0.996155043,-0.135303423,2.897322106,2.222575483,-0.882447894,0.212612829,0.303409912
818,Matt Barnes,2008,2944,-2.238048736,-2.641141304,0.078844073,0.078844073,-2.441392065,-2.70211576,0.370395609
819,Matt Barnes,2009,4212,-1.818286022,-1.311472079,1.534494062,1.534494062,-1.515791417,-0.401105472,0.390955466
820,Matt Barnes,2010,4659,0.559678566,2.115224415,6.064181063,5.029885603,0.612336393,1.914417115,0.114574407
821,Matt Barnes,2011,2189,0.393396314,0.697276551,2.039683342,1.879961738,0.508001804,0.804833047,0.683031862
822,Matt Barnes,2012,3094,0.518199441,1.720047759,3.706895341,3.689401206,0.601778698,1.609505469,0.365284599
823,Matt Barnes,2013,4251,0.579290571,2.816831528,6.368882425,5.804607004,0.948006114,3.291667325,0.6416628
824,Matt Barnes,2014,4392,-0.643911052,0.015811559,3.059296318,2.887986308,0.146235069,1.189816484,1.301863321
825,Matt Barnes,2015,5416,1.110971059,2.154592292,6.787033808,5.125755271,1.735457389,3.048593991,0.727347715
